,text,y
3830,Последнея прошивка с глюком после выключения или перезагрузке напрочь не видит симки надеюсь исправят ,0
3831,нет в настройках всех часовых поясов,0
3832,Все ок,0
3833,Пока их нет.,0
3834,"Сильно греется в раёне фоноря когда играеш, хрупкий,основная камера делает всё тёмным,лагает, не поддерживает большинство игр.",0
3835,"Сильно греется в раёне фоноря когда играеш, хрупкий,основная камера делает всё тёмным,лагает, не поддерживает большинство игр.",0
3836,"Мало места,система занимает почти всю память",0
3837,Нету,0
3838,"Практически не замечено. Был один ""глюк"" с датчиком приближения после падения, но проблема ушла после сброса системы к заводским настройкам.",0
3839,"В нижней части отверстия для динамиков. Но динамик похоже только с правой стороны. Когда держишь смартфон в правой руке , иногда закрываются отверстия и звук почти пропадает. Интересно так и должно быть?  Других претензий нет. ",0
3840,Рамки!,0
3841,"Сони пользуюсь с 90-х годов, был фанатом марки и не только по телефонам, готов был мириться со всеми недостатками, но когда получил ответ из сервиса о снятии с гарантии, понял, что данная модель у меня последняя, больше ни какую технику этой фирмы я не куплю. ",0
3842,"Практически с момента покупки при включении записи видео в заявленном 4к режиме уже через несколько секунд телефон перегревается и останавливает запись, так что по факту функция есть, но пользоваться ей нельзя, более того иногда подобное повторяется и в обычных режимах. Экран отклеивается постоянно, про эту проблему знают во всех сервисах по ремонту и многие даже не берут Сони в ремонт, так как проблема в перегреве экрана из-за чего не выдерживает клей. В ремонте по гарантии отказано, думал обратиться в независимую экспертизу, но время дороже. Проще забыть про эту марку. Кроме того ужасно тихий динамик громкой связи, пользоваться им нереально, качество фото днем хорошее (но не отличное), ночью у жены на самсунге значительно лучше. Аккумулятор садится при активном использовании интернета и телефона, без игр максимум за 6-8 часов. ",0
3843,"В Sony Xperia XZ много хорошего (смотрите список плюсов ниже), но есть два серьезных нюанса. Дизайн скучный и совсем не флагманский. Камера снимает плохо: автоматика ошибается, на снимках шум из-за огромного разрешения. Samsung Galaxy S7 за те же самые 50 000 рублей предлагает куда больше достоинств: от лучшей камеры в классе, до более живучей батареи и AMOLED-экрана. ",0
3844,    Скучный дизайн    Ненатуральная цветопередача экрана    Не лучшее качество съемки в премиум-классе    Неудобные кнопки громкости,0
3845,ТЯЖЕЛЫЙ,0
3846,било хорошо до прошивки ,0
3847,не могу нигде найти прошивку на этот гавнофон,0
3848,пока не замечал - кроме того как немного легкий для меня и иногда теряется в кармане - как будто его и нет там ищу и ищу :),0
3849,Первый раз купил эту продукцию очень разочарован ,0
3850,"Плохой слышно пользователя смартфона периодически особенно если на 1 минуту заняты руки и вы кладете телефон на плечо вас вообще не слышно ( компания ASUS  сказала пользоваться гарнитурой (как бы без вас я жил спасибо )), камера норм но могло быть по лучше, много бывал в ремонте.",0
3851,Последнея прошивка с глюком после выключения или перезагрузке напрочь не видит симки надеюсь исправят ,0
3852,Не обнаружил,0
3853,Не обнаружил,0
3854,Фото не очень. ,0
3855,Минусов не увидел вообще,0
3856,Компас если честно херовый врёт на 30%. В поход берите старый проверенный советский компас,0
3857,Малая оперативка,0
3858,Необнаружил,0
3859,"Динамик через пару месяцев сдулся, стал тихим. Телефон долго ""думать"" стал. Слишком дорогой для своей цены. ",0
3860,"Недостатков нет, кроме того, что чехол не могу найти в РФ, а покупать за 7000 чехол - жаба душит.",0
3861,"Аккумулятор, андроид 8.1",0
3862,Нет,0
3863,"Кнопка пробел срабатывает не чётко, очень часто срабатывает кнопка ниже пробела  и сворачивает экран. Очень редко (4 раза за 5 месяцев) зависает яндекс навигатор. Помогает перезагрузка. Смартфон всегда в чехле но каким-то образом появились царапины с боку корпуса. ",0
3864,"Очень долго ждала его. Даже предзаказ делала в магазине на Тверской. Но разочарованию не было предла, когда весь он облез, еще гарантия не закончилась. Хромированные детали заменили, но и новых хватило менее, чем на 6 месяцев. А так телефон был красивый и удобный.",0
3865,"Хромированные детали облезали, отсутствие wi-fi, хотя тогда уже он был на других моделях.",0
3866,"Неудобно открывать одной рукой, т. к. половинки очень плотно прилегают друг к другу. Невозможно полностью разложить, если включены наушники. Долго загружается при включении, если много загрузок мелодий и фото. ",0
3867,Не нашла,0
3868,"основной минус один, антенна слабая, плохо ловит. Камера никакая можно сказать что её нет 0,3 мп.",0
3869,Не обнаружил,0
3870,Не обнаружил,0
3871,Фото не очень. ,0
3872,Минусов не увидел вообще,0
3873,Компас если честно херовый врёт на 30%. В поход берите старый проверенный советский компас,0
3874,Малая оперативка,0
3875,Необнаружил,0
3876,"Динамик через пару месяцев сдулся, стал тихим. Телефон долго ""думать"" стал. Слишком дорогой для своей цены. ",0
3877,"Недостатков нет, кроме того, что чехол не могу найти в РФ, а покупать за 7000 чехол - жаба душит.",0
3878,"Аккумулятор, андроид 8.1",0
3879,Нет,0
3880,"Кнопка пробел срабатывает не чётко, очень часто срабатывает кнопка ниже пробела  и сворачивает экран. Очень редко (4 раза за 5 месяцев) зависает яндекс навигатор. Помогает перезагрузка. Смартфон всегда в чехле но каким-то образом появились царапины с боку корпуса. ",0
3881,"Очень долго ждала его. Даже предзаказ делала в магазине на Тверской. Но разочарованию не было предла, когда весь он облез, еще гарантия не закончилась. Хромированные детали заменили, но и новых хватило менее, чем на 6 месяцев. А так телефон был красивый и удобный.",0
3882,"Хромированные детали облезали, отсутствие wi-fi, хотя тогда уже он был на других моделях.",0
3883,"Неудобно открывать одной рукой, т. к. половинки очень плотно прилегают друг к другу. Невозможно полностью разложить, если включены наушники. Долго загружается при включении, если много загрузок мелодий и фото. ",0
3884,Не нашла,0
3885,"основной минус один, антенна слабая, плохо ловит. Камера никакая можно сказать что её нет 0,3 мп.",0
3886,"Минусы для меня, ""чайника"" - плохо подкована как в телефонах, так и в компьютере. А вообще классный телефон. ",0
3887,"Для ребенка, пошедшего в первый класс, что бы не быть белой вороной, в самый раз. Но для более взрослого поколения, даже не обратят внимания.",0
3888,"Заряд батареи не держит, дак тем более, находясь на заряде, батарея, с указанием на экране, что заряд идет, наоборот разряжается. При всем этом, плюсом, задержка реакции на касание, при реагировании в течении 1 секунды, продолжительность не менее 3, а это уже огромный минус!",0
3889,"Батарейку держит так себе, двое суток максимум, если не играть и ничего не смотреть.Памяти хотелось бы побольше.",0
3890,Один минус слабая баттарея,0
3891,Старый андроид,0
3892,Нив коем случае не покупать,0
3893,одни минусы ,0
3894,не выявила недостатки,0
3895,нет,0
3896,Высокая цена ,0
3897,Цена. В Китае это OPPO A 73. Стоит 15000рублей....,0
3898,"Техподдержка должна сами связаться с др.вэб и им сказать что это не вирус, а не клиентов туда отправлять.",0
3899,"Dr.Web нашёл угрозу Android.RemoteCode.118 в системном приложении UmeBrowser_RU.apk. В техподдержке сказали:""Данная программа не является вирусом. Отправьте этот фаил в дрВеб для внесения в исключения """"Др Веб это сторонняя коммерческая организация. В данном случае программа это интернет браузер, и она не является вирусом. Оснований для возврата ДС нет""",0
3900,Маленькая батарея,0
3901,"Dr.Web нашёл угрозу Android.RemoteCode.118 в системном приложении UmeBrowser_RU.apk. В техподдержке сказали ""Данная программа не является вирусом. Отправьте этот фаил в дрВеб для внесения в исключения """,0
3902,Вирусы. ,0
3903,Акум не любит холод.,0
3904,Телефон очень нагревается и быстро кончается зарядка ,0
3905,"Минусы для меня, ""чайника"" - плохо подкована как в телефонах, так и в компьютере. А вообще классный телефон. ",0
3906,"Для ребенка, пошедшего в первый класс, что бы не быть белой вороной, в самый раз. Но для более взрослого поколения, даже не обратят внимания.",0
3907,"Заряд батареи не держит, дак тем более, находясь на заряде, батарея, с указанием на экране, что заряд идет, наоборот разряжается. При всем этом, плюсом, задержка реакции на касание, при реагировании в течении 1 секунды, продолжительность не менее 3, а это уже огромный минус!",0
3908,"Батарейку держит так себе, двое суток максимум, если не играть и ничего не смотреть.Памяти хотелось бы побольше.",0
3909,Один минус слабая баттарея,0
3910,Старый андроид,0
3911,Нив коем случае не покупать,0
3912,одни минусы ,0
3913,не выявила недостатки,0
3914,нет,0
3915,Высокая цена ,0
3916,Цена. В Китае это OPPO A 73. Стоит 15000рублей....,0
3917,"Техподдержка должна сами связаться с др.вэб и им сказать что это не вирус, а не клиентов туда отправлять.",0
3918,"Dr.Web нашёл угрозу Android.RemoteCode.118 в системном приложении UmeBrowser_RU.apk. В техподдержке сказали:""Данная программа не является вирусом. Отправьте этот фаил в дрВеб для внесения в исключения """"Др Веб это сторонняя коммерческая организация. В данном случае программа это интернет браузер, и она не является вирусом. Оснований для возврата ДС нет""",0
3919,Маленькая батарея,0
3920,"Dr.Web нашёл угрозу Android.RemoteCode.118 в системном приложении UmeBrowser_RU.apk. В техподдержке сказали ""Данная программа не является вирусом. Отправьте этот фаил в дрВеб для внесения в исключения """,0
3921,Вирусы. ,0
3922,Акум не любит холод.,0
3923,Телефон очень нагревается и быстро кончается зарядка ,0
3924,"Малая ёмкость батареи!!!! Отсутствие минимальной защиты в комплекте, малое соотношение площади экрана к величине смартфона. ",0
3925,уже пользуюсь второй месяц-ну полный порядок!,0
3926,Лучше бы я не взяла этот телефон. ,0
3927,Самый большой минус музыка в телефоне играет только с перебоями с какого приложения не заходи. Это меня бесит. И зависает в день  2-3 раза стабильно. ,0
3928,"Оперативки конечно маловато, но для этой модели хватает, висяков и глюков не наблюдается.",0
3929,"Дизайн почти не отличается от предыдущих моделейКорпус кажется пластиковым, а не металлическимПлохо снимает ночьюАккумулятора с трудом хватает до вечера",0
3930,"Аккумулятор можно было и мощнее,но не критично ",0
3931,"Слабая батарея, хватает максимум на день при разговорах 5-10 мин и пару раз выхода в интернет.",0
3932,"Задняя крышка быстро царапается, покупайте чехол! Основной минус- слабый аккамулятор. Также заметно сильное нагревание при относительно недолгом использовании.",0
3933,"Я их не нагел, пользуюсь 2 месяца. Трудно подобрать аксессуары на него, из-за ограниченности их в магазинах.",0
3934,автономность не радует,0
3935,Touch id не всегда считывает отпечаток пальца.,0
3936,none,0
3937,"Может камеру можно чуть получше, но мне хватает",0
3938,плохая камера,0
3939,нет в настройках всех часовых поясов,0
3940,Все ок,0
3941,Пока их нет.,0
3942,"Сильно греется в раёне фоноря когда играеш, хрупкий,основная камера делает всё тёмным,лагает, не поддерживает большинство игр.",0
3943,"Сильно греется в раёне фоноря когда играеш, хрупкий,основная камера делает всё тёмным,лагает, не поддерживает большинство игр.",0
3944,"Мало места,система занимает почти всю память",0
3945,"Малая ёмкость батареи!!!! Отсутствие минимальной защиты в комплекте, малое соотношение площади экрана к величине смартфона. ",0
3946,уже пользуюсь второй месяц-ну полный порядок!,0
3947,Лучше бы я не взяла этот телефон. ,0
3948,Самый большой минус музыка в телефоне играет только с перебоями с какого приложения не заходи. Это меня бесит. И зависает в день  2-3 раза стабильно. ,0
3949,"Оперативки конечно маловато, но для этой модели хватает, висяков и глюков не наблюдается.",0
3950,"Дизайн почти не отличается от предыдущих моделейКорпус кажется пластиковым, а не металлическимПлохо снимает ночьюАккумулятора с трудом хватает до вечера",0
3951,"Аккумулятор можно было и мощнее,но не критично ",0
3952,"Слабая батарея, хватает максимум на день при разговорах 5-10 мин и пару раз выхода в интернет.",0
3953,"Задняя крышка быстро царапается, покупайте чехол! Основной минус- слабый аккамулятор. Также заметно сильное нагревание при относительно недолгом использовании.",0
3954,"Я их не нагел, пользуюсь 2 месяца. Трудно подобрать аксессуары на него, из-за ограниченности их в магазинах.",0
3955,автономность не радует,0
3956,Touch id не всегда считывает отпечаток пальца.,0
3957,none,0
3958,"Может камеру можно чуть получше, но мне хватает",0
3959,плохая камера,0
3960,нет в настройках всех часовых поясов,0
3961,Все ок,0
3962,Пока их нет.,0
3963,"Сильно греется в раёне фоноря когда играеш, хрупкий,основная камера делает всё тёмным,лагает, не поддерживает большинство игр.",0
3964,"Сильно греется в раёне фоноря когда играеш, хрупкий,основная камера делает всё тёмным,лагает, не поддерживает большинство игр.",0
3965,"Мало места,система занимает почти всю память",0
3966,Нету,0
3967,"Практически не замечено. Был один ""глюк"" с датчиком приближения после падения, но проблема ушла после сброса системы к заводским настройкам.",0
3968,"В нижней части отверстия для динамиков. Но динамик похоже только с правой стороны. Когда держишь смартфон в правой руке , иногда закрываются отверстия и звук почти пропадает. Интересно так и должно быть?  Других претензий нет. ",0
3969,Рамки!,0
3970,"Сони пользуюсь с 90-х годов, был фанатом марки и не только по телефонам, готов был мириться со всеми недостатками, но когда получил ответ из сервиса о снятии с гарантии, понял, что данная модель у меня последняя, больше ни какую технику этой фирмы я не куплю. ",0
3971,"Практически с момента покупки при включении записи видео в заявленном 4к режиме уже через несколько секунд телефон перегревается и останавливает запись, так что по факту функция есть, но пользоваться ей нельзя, более того иногда подобное повторяется и в обычных режимах. Экран отклеивается постоянно, про эту проблему знают во всех сервисах по ремонту и многие даже не берут Сони в ремонт, так как проблема в перегреве экрана из-за чего не выдерживает клей. В ремонте по гарантии отказано, думал обратиться в независимую экспертизу, но время дороже. Проще забыть про эту марку. Кроме того ужасно тихий динамик громкой связи, пользоваться им нереально, качество фото днем хорошее (но не отличное), ночью у жены на самсунге значительно лучше. Аккумулятор садится при активном использовании интернета и телефона, без игр максимум за 6-8 часов. ",0
3972,"В Sony Xperia XZ много хорошего (смотрите список плюсов ниже), но есть два серьезных нюанса. Дизайн скучный и совсем не флагманский. Камера снимает плохо: автоматика ошибается, на снимках шум из-за огромного разрешения. Samsung Galaxy S7 за те же самые 50 000 рублей предлагает куда больше достоинств: от лучшей камеры в классе, до более живучей батареи и AMOLED-экрана. ",0
3973,    Скучный дизайн    Ненатуральная цветопередача экрана    Не лучшее качество съемки в премиум-классе    Неудобные кнопки громкости,0
3974,ТЯЖЕЛЫЙ,0
3975,било хорошо до прошивки ,0
3976,не могу нигде найти прошивку на этот гавнофон,0
3977,пока не замечал - кроме того как немного легкий для меня и иногда теряется в кармане - как будто его и нет там ищу и ищу :),0
3978,Первый раз купил эту продукцию очень разочарован ,0
3979,"Плохой слышно пользователя смартфона периодически особенно если на 1 минуту заняты руки и вы кладете телефон на плечо вас вообще не слышно ( компания ASUS  сказала пользоваться гарнитурой (как бы без вас я жил спасибо )), камера норм но могло быть по лучше, много бывал в ремонте.",0
3980,Последнея прошивка с глюком после выключения или перезагрузке напрочь не видит симки надеюсь исправят ,0
3981,"Минусов как таковых нет,больше плюсов",0
3982,"Слабенькая батарея ,можно и по больше ёмкости конечно ,но если не сидеть в играх никаких ,а так разговор и месенджеры то честные сутки выдерживает ",0
3983,Нету,0
3984,"Практически не замечено. Был один ""глюк"" с датчиком приближения после падения, но проблема ушла после сброса системы к заводским настройкам.",0
3985,"В нижней части отверстия для динамиков. Но динамик похоже только с правой стороны. Когда держишь смартфон в правой руке , иногда закрываются отверстия и звук почти пропадает. Интересно так и должно быть?  Других претензий нет. ",0
3986,Рамки!,0
3987,"Сони пользуюсь с 90-х годов, был фанатом марки и не только по телефонам, готов был мириться со всеми недостатками, но когда получил ответ из сервиса о снятии с гарантии, понял, что данная модель у меня последняя, больше ни какую технику этой фирмы я не куплю. ",0
3988,"Практически с момента покупки при включении записи видео в заявленном 4к режиме уже через несколько секунд телефон перегревается и останавливает запись, так что по факту функция есть, но пользоваться ей нельзя, более того иногда подобное повторяется и в обычных режимах. Экран отклеивается постоянно, про эту проблему знают во всех сервисах по ремонту и многие даже не берут Сони в ремонт, так как проблема в перегреве экрана из-за чего не выдерживает клей. В ремонте по гарантии отказано, думал обратиться в независимую экспертизу, но время дороже. Проще забыть про эту марку. Кроме того ужасно тихий динамик громкой связи, пользоваться им нереально, качество фото днем хорошее (но не отличное), ночью у жены на самсунге значительно лучше. Аккумулятор садится при активном использовании интернета и телефона, без игр максимум за 6-8 часов. ",0
3989,"В Sony Xperia XZ много хорошего (смотрите список плюсов ниже), но есть два серьезных нюанса. Дизайн скучный и совсем не флагманский. Камера снимает плохо: автоматика ошибается, на снимках шум из-за огромного разрешения. Samsung Galaxy S7 за те же самые 50 000 рублей предлагает куда больше достоинств: от лучшей камеры в классе, до более живучей батареи и AMOLED-экрана. ",0
3990,    Скучный дизайн    Ненатуральная цветопередача экрана    Не лучшее качество съемки в премиум-классе    Неудобные кнопки громкости,0
3991,ТЯЖЕЛЫЙ,0
3992,било хорошо до прошивки ,0
3993,не могу нигде найти прошивку на этот гавнофон,0
3994,пока не замечал - кроме того как немного легкий для меня и иногда теряется в кармане - как будто его и нет там ищу и ищу :),0
3995,Первый раз купил эту продукцию очень разочарован ,0
3996,"Плохой слышно пользователя смартфона периодически особенно если на 1 минуту заняты руки и вы кладете телефон на плечо вас вообще не слышно ( компания ASUS  сказала пользоваться гарнитурой (как бы без вас я жил спасибо )), камера норм но могло быть по лучше, много бывал в ремонте.",0
3997,Последнея прошивка с глюком после выключения или перезагрузке напрочь не видит симки надеюсь исправят ,0
3998,"Минусов как таковых нет,больше плюсов",0
3999,"Слабенькая батарея ,можно и по больше ёмкости конечно ,но если не сидеть в играх никаких ,а так разговор и месенджеры то честные сутки выдерживает ",0
4000,Мало встроенной памяти.,0
4001,нет,0
4002,Экран.Звук,0
4003,Не надёжен,0
4004,"Дважды сдал по гарантии, в итоге поменял на Хонор, теперь доволен",0
4005,"Минусы в том,что частота процессора не соответствует заявленной.Написано,что она 1300МГц, а всем известная программка показывает Диапазон частот  - 768-1200МГц.Плюс какие-то ошибки в ""проводнике"".Окрываю проводник,а там пишет ""ошибка"",но его открывает.",0
4006, Мой старенький хуавэй работает намного лучше,0
4007,"Виснет даже Яндекс навигатор,камера не соответствует заявленым характеристикам,связь ловит плохо,греется как утюг.",0
4008,"Расстроена до глибины души,жалко потраченые деньги.",0
4009,"У него сплошные минусы,глючит,греется,сам перезагружается по несколько раз в день,камера вообще никакая,фокуса нет при заявленых 8-ми пиксалях.",0
4010,"При наклеенном стекле упало качество селфи камер. Советую пленки. Батарея слабая, а экспресс зарядка почему-то заряжает как обычная. При этом незабываем про новый разъем. Не у всех еще появилась. Вообщем, с автономностью туго.",0
4011,минусов нет одни плюсы...у  жены и дачерей айфоны и хоноры так они плачут в сторонке,0
4012,Царапается быстро . Время от времени логает но не сильно и можно винить в этом оптимизацию андроид ,0
4013,Мало встроенной памяти.,0
4014,нет,0
4015,Экран.Звук,0
4016,Не надёжен,0
4017,"Дважды сдал по гарантии, в итоге поменял на Хонор, теперь доволен",0
4018,"Минусы в том,что частота процессора не соответствует заявленной.Написано,что она 1300МГц, а всем известная программка показывает Диапазон частот  - 768-1200МГц.Плюс какие-то ошибки в ""проводнике"".Окрываю проводник,а там пишет ""ошибка"",но его открывает.",0
4019, Мой старенький хуавэй работает намного лучше,0
4020,"Виснет даже Яндекс навигатор,камера не соответствует заявленым характеристикам,связь ловит плохо,греется как утюг.",0
4021,"Расстроена до глибины души,жалко потраченые деньги.",0
4022,"У него сплошные минусы,глючит,греется,сам перезагружается по несколько раз в день,камера вообще никакая,фокуса нет при заявленых 8-ми пиксалях.",0
4023,"При наклеенном стекле упало качество селфи камер. Советую пленки. Батарея слабая, а экспресс зарядка почему-то заряжает как обычная. При этом незабываем про новый разъем. Не у всех еще появилась. Вообщем, с автономностью туго.",0
4024,минусов нет одни плюсы...у  жены и дачерей айфоны и хоноры так они плачут в сторонке,0
4025,Царапается быстро . Время от времени логает но не сильно и можно винить в этом оптимизацию андроид ,0
4026,Пока не выявил не достатков. ,0
4027,"Мне не хватает 32 Гб. Слоты под 2 сим карты или под 1 сим карту и 1 флешку, но так как мне нужны 2 сим карты, то флешку вставлять просто не куда. ",0
4028,"Высшее обновление Android 8.0. Также из-за   стеклянного корпуса, смартфон скользит в руке. ",0
4029,Небольшие проблемы с динамиком,0
4030,Как и у большинства телефонов аккума хватает на день активной работы работы,0
4031,Нет,0
4032,"Содержание экрана переполнено.Оставить-батарея,сигнал сети,часы.Все без фона.Монохромный экран.",0
4033,"Да особо и придраться не к чему, только то,что камера для галочки,но она мне лично на нём и не нужна,так как он чисто для звонков.",0
4034,Шлак. Не стоит своих денег.,0
4035,"Один огромный минус-не сохраняет журнал вызовов. При покупке об данной особенности не предупредили, иначе никогда бы не купил. Все пропущенные вами звонки-реально пропущены без возможности перезвонить. Вы просто не в курсе что вам звонили.",0
4036,На морозе замерзает переговорный динамик ели слышно собеседника ,0
4037,Действительно проблема с сохранением журнала вызовов как в предыдущем отзыве. Карта памяти проблему не решила.Меню немного сложное и запутанное. Фонарь чтоб выключить надо нажать аж 4 раза!,0
4038,Нет,0
4039,Пока не выявил не достатков. ,0
4040,"Мне не хватает 32 Гб. Слоты под 2 сим карты или под 1 сим карту и 1 флешку, но так как мне нужны 2 сим карты, то флешку вставлять просто не куда. ",0
4041,"Высшее обновление Android 8.0. Также из-за   стеклянного корпуса, смартфон скользит в руке. ",0
4042,Небольшие проблемы с динамиком,0
4043,Как и у большинства телефонов аккума хватает на день активной работы работы,0
4044,Нет,0
4045,"Содержание экрана переполнено.Оставить-батарея,сигнал сети,часы.Все без фона.Монохромный экран.",0
4046,"Да особо и придраться не к чему, только то,что камера для галочки,но она мне лично на нём и не нужна,так как он чисто для звонков.",0
4047,Шлак. Не стоит своих денег.,0
4048,"Один огромный минус-не сохраняет журнал вызовов. При покупке об данной особенности не предупредили, иначе никогда бы не купил. Все пропущенные вами звонки-реально пропущены без возможности перезвонить. Вы просто не в курсе что вам звонили.",0
4049,На морозе замерзает переговорный динамик ели слышно собеседника ,0
4050,Действительно проблема с сохранением журнала вызовов как в предыдущем отзыве. Карта памяти проблему не решила.Меню немного сложное и запутанное. Фонарь чтоб выключить надо нажать аж 4 раза!,0
4051,Нет,0
4052, Мой старенький хуавэй работает намного лучше,0
4053,"Виснет даже Яндекс навигатор,камера не соответствует заявленым характеристикам,связь ловит плохо,греется как утюг.",0
4054,"Расстроена до глибины души,жалко потраченые деньги.",0
4055,"У него сплошные минусы,глючит,греется,сам перезагружается по несколько раз в день,камера вообще никакая,фокуса нет при заявленых 8-ми пиксалях.",0
4056,"При наклеенном стекле упало качество селфи камер. Советую пленки. Батарея слабая, а экспресс зарядка почему-то заряжает как обычная. При этом незабываем про новый разъем. Не у всех еще появилась. Вообщем, с автономностью туго.",0
4057,минусов нет одни плюсы...у  жены и дачерей айфоны и хоноры так они плачут в сторонке,0
4058,Царапается быстро . Время от времени логает но не сильно и можно винить в этом оптимизацию андроид ,0
4059,"Не советую покупать , сам купил в Ашане по акции 399р но пожалел такое овно и даром не надо как звонилка даже не тянет , лучше вернули старые нокиа телефоны а не пытались скрестить ежа с ужом и получить дреное потомство. ЛЮДИ НЕПОКУПАЙТЕ ЭТИ ТЕЛЕФОНЫ.",0
4060,"меню даже на простое не потянет как говорится без бутылки не разберешься , входящий вызов только номер имя абонента не показывает  , динамик хрипит но зук голоса абонента четкий, кнопки заедают , насчет памяти зачем она незнаю так как что либо записать туда невозможно тел книга на 500 номеров но при вводе контактов туповатое меню .",0
4061,"Давно ищу телефон с монохромным экраном - нужна звонилка, долго держащая заряд. Вдруг увидал этот и сразу купил, тем более цена была анекдотичной, 399 рублей.Визуально - Nokia 1280, копейка в копейку, разве что надпись Digma. Но включил - и захотелось убить всех, кто причастен к созданию этого **бища.Ну ладно, вырезали показавшиеся ненужными функции вроде FM-радио, игр, и даже десятка мелодий (оставили две). Но для чего нужно было корёжить ВСЕ остальное?Телефонная книга - не имеет функций поиска, для того, чтобы найти пользователя с фамилией на ""с"" нужно листать всю книгу либо вперёд, либо назад. Профили вроде бы имеют функционал регулировок. Но регулировки не влияют на профиль от слова ""совсем"". Более того, профиль ""На улице"" нафиг отключает звонок - и настроить профиль невозможно. Профиль ""Тихий"" - та же фигня.Перенести телефоны с Симки невозможно - только тупое копирование, после чего в книге появляется два абонента и листать приходится в два раза больше.Всё остальное для меня второстепенно (я даже не стал играться с настройками), этого для меня стало достаточно для того, чтобы разбить телефон о стену даже не жалея выброшенных четырёх сотен.Чего и вам всем желаю...",0
